"SystemTime","IpAddress","Neighbor","meanLinkQuality"
1466421745,"10.0.0.3","10.0.0.6",0.545
1466421745,"10.0.0.3","10.0.0.4",0.7195
1466421746,"10.0.0.2","10.0.0.3",0.7905
1466421746,"10.0.0.2","10.0.0.1",0.847
1466421774,"10.0.0.6","10.0.0.3",0.6925
1466421774,"10.0.0.6","10.0.0.5",0.94
1466421775,"10.0.0.5","10.0.0.3",0.67875
1466421775,"10.0.0.5","10.0.0.6",0.582
1466421775,"10.0.0.5","10.0.0.4",0.7485
1466421776,"10.0.0.1","10.0.0.2",0.7805
1466421776,"10.0.0.3","10.0.0.2",0.8035
1466421776,"10.0.0.4","10.0.0.3",0.71975
1466421776,"10.0.0.3","10.0.0.5",0.939
1466421776,"10.0.0.4","10.0.0.5",0.94
1466421776,"10.0.0.3","10.0.0.6",0.6365
1466421776,"10.0.0.3","10.0.0.4",0.7485
1466421777,"10.0.0.2","10.0.0.3",0.7225
1466421777,"10.0.0.2","10.0.0.1",0.662
1466421777,"10.0.0.2","10.0.0.5",0.939
1466421805,"10.0.0.6","10.0.0.3",0.765
1466421805,"10.0.0.6","10.0.0.5",0.939333333333333
1466421806,"10.0.0.5","10.0.0.3",0.765
1466421806,"10.0.0.5","10.0.0.6",0.627
1466421806,"10.0.0.5","10.0.0.4",0.776
1466421807,"10.0.0.1","10.0.0.2",0.906
1466421807,"10.0.0.3","10.0.0.2",0.906
1466421807,"10.0.0.4","10.0.0.3",0.765
1466421807,"10.0.0.3","10.0.0.5",0.942
1466421807,"10.0.0.4","10.0.0.5",0.942
1466421807,"10.0.0.3","10.0.0.6",0.615
1466421807,"10.0.0.3","10.0.0.4",0.772
1466421833,"10.0.0.1","10.0.0.2",0.841
1466421833,"10.0.0.3","10.0.0.2",0.841
1466421833,"10.0.0.3","10.0.0.5",0.98
1466421833,"10.0.0.3","10.0.0.6",0.6505
1466421833,"10.0.0.3","10.0.0.4",0.7855
1466421834,"10.0.0.2","10.0.0.3",0.84575
1466421834,"10.0.0.2","10.0.0.1",1
1466421836,"10.0.0.6","10.0.0.3",0.8145
1466421836,"10.0.0.6","10.0.0.5",0.964666666666667
1466421837,"10.0.0.5","10.0.0.3",0.82925
1466421837,"10.0.0.5","10.0.0.6",0.6075
1466421837,"10.0.0.5","10.0.0.4",0.76
1466421838,"10.0.0.4","10.0.0.3",0.8145
1466421838,"10.0.0.4","10.0.0.5",0.964666666666667
1466421864,"10.0.0.1","10.0.0.2",0.939
1466421864,"10.0.0.3","10.0.0.2",0.9155
1466421864,"10.0.0.4","10.0.0.3",0.87325
1466421864,"10.0.0.3","10.0.0.5",0.962
1466421864,"10.0.0.4","10.0.0.5",0.962
1466421864,"10.0.0.3","10.0.0.6",0.6195
1466421864,"10.0.0.3","10.0.0.4",0.94
1466421865,"10.0.0.2","10.0.0.3",0.877
1466421865,"10.0.0.2","10.0.0.1",1
1466421868,"10.0.0.6","10.0.0.3",0.82425
1466421868,"10.0.0.6","10.0.0.5",0.962
1466421893,"10.0.0.6","10.0.0.3",0.7475
1466421893,"10.0.0.6","10.0.0.5",0.927666666666667
1466421894,"10.0.0.5","10.0.0.3",0.77
1466421894,"10.0.0.5","10.0.0.6",0.6465
1466421894,"10.0.0.5","10.0.0.4",0.719
1466421895,"10.0.0.1","10.0.0.2",0.792
1466421895,"10.0.0.3","10.0.0.2",0.841
1466421895,"10.0.0.4","10.0.0.3",0.7565
1466421895,"10.0.0.3","10.0.0.5",0.926333333333333
1466421895,"10.0.0.4","10.0.0.5",0.926333333333333
1466421895,"10.0.0.3","10.0.0.6",0.6075
1466421895,"10.0.0.3","10.0.0.4",0.684
1466421896,"10.0.0.2","10.0.0.3",0.7565
1466421896,"10.0.0.2","10.0.0.1",0.788
1466421925,"10.0.0.5","10.0.0.3",0.7655
1466421925,"10.0.0.6","10.0.0.3",0.7625
1466421925,"10.0.0.6","10.0.0.5",0.900333333333333
1466421925,"10.0.0.5","10.0.0.6",0.7035
1466421925,"10.0.0.5","10.0.0.4",0.7975
1466421926,"10.0.0.1","10.0.0.2",0.943
1466421926,"10.0.0.3","10.0.0.2",0.943
1466421926,"10.0.0.4","10.0.0.3",0.776
1466421926,"10.0.0.3","10.0.0.5",0.929333333333333
1466421926,"10.0.0.4","10.0.0.5",0.929333333333333
1466421926,"10.0.0.3","10.0.0.6",0.643
1466421926,"10.0.0.3","10.0.0.4",0.7265
1466421927,"10.0.0.2","10.0.0.3",0.75075
1466421927,"10.0.0.2","10.0.0.1",0.886
1466421956,"10.0.0.5","10.0.0.3",0.69375
1466421956,"10.0.0.6","10.0.0.3",0.7015
1466421956,"10.0.0.6","10.0.0.5",0.774333333333333
1466421956,"10.0.0.5","10.0.0.6",0.7035
1466421956,"10.0.0.5","10.0.0.4",0.658
1466421957,"10.0.0.3","10.0.0.2",0.9155
1466421957,"10.0.0.4","10.0.0.3",0.7025
1466421957,"10.0.0.3","10.0.0.5",0.756333333333333
1466421957,"10.0.0.4","10.0.0.5",0.756333333333333
1466421957,"10.0.0.3","10.0.0.6",0.7465
1466421957,"10.0.0.3","10.0.0.4",0.719
1466421958,"10.0.0.1","10.0.0.2",0.9155
1466421983,"10.0.0.1","10.0.0.2",0.972
1466421983,"10.0.0.3","10.0.0.2",0.97
1466421983,"10.0.0.3","10.0.0.5",0.833666666666667
1466421983,"10.0.0.3","10.0.0.6",0.6795
1466421983,"10.0.0.3","10.0.0.4",0.7035
1466421984,"10.0.0.2","10.0.0.3",0.71125
1466421984,"10.0.0.2","10.0.0.1",0.812
1466421987,"10.0.0.5","10.0.0.2",0.97
1466421987,"10.0.0.5","10.0.0.3",0.7425
1466421987,"10.0.0.6","10.0.0.3",0.73675
1466421987,"10.0.0.6","10.0.0.5",0.851
1466421987,"10.0.0.5","10.0.0.6",0.7305
1466421987,"10.0.0.5","10.0.0.4",0.637
1466421988,"10.0.0.4","10.0.0.3",0.772
1466421988,"10.0.0.4","10.0.0.5",0.83
1466422014,"10.0.0.1","10.0.0.2",1
1466422014,"10.0.0.3","10.0.0.2",1
1466422014,"10.0.0.4","10.0.0.3",0.7055
1466422014,"10.0.0.3","10.0.0.5",0.849
1466422014,"10.0.0.4","10.0.0.5",0.849
1466422014,"10.0.0.3","10.0.0.6",0.6055
1466422014,"10.0.0.3","10.0.0.4",0.609
1466422015,"10.0.0.2","10.0.0.3",0.78575
1466422015,"10.0.0.2","10.0.0.1",0.94
1466422015,"10.0.0.2","10.0.0.5",0.869
1466422018,"10.0.0.6","10.0.0.3",0.73
1466422018,"10.0.0.6","10.0.0.5",0.849
1466422044,"10.0.0.5","10.0.0.3",0.7575
1466422044,"10.0.0.6","10.0.0.3",0.72925
1466422044,"10.0.0.6","10.0.0.5",0.869
1466422044,"10.0.0.5","10.0.0.6",0.511
1466422044,"10.0.0.5","10.0.0.4",0.6815
1466422045,"10.0.0.3","10.0.0.2",0.894
1466422045,"10.0.0.4","10.0.0.3",0.72225
1466422045,"10.0.0.3","10.0.0.5",0.856
1466422045,"10.0.0.4","10.0.0.5",0.869
1466422045,"10.0.0.3","10.0.0.6",0.58
1466422045,"10.0.0.3","10.0.0.4",0.621
1466422046,"10.0.0.1","10.0.0.2",0.9155
1466422046,"10.0.0.2","10.0.0.3",0.7125
1466422046,"10.0.0.2","10.0.0.1",1
1466422075,"10.0.0.5","10.0.0.2",0.9685
1466422075,"10.0.0.5","10.0.0.3",0.71925
1466422075,"10.0.0.6","10.0.0.3",0.75475
1466422075,"10.0.0.6","10.0.0.5",0.925333333333333
1466422075,"10.0.0.5","10.0.0.6",0.58
1466422075,"10.0.0.5","10.0.0.4",0.4975
1466422076,"10.0.0.4","10.0.0.3",0.73025
1466422076,"10.0.0.4","10.0.0.5",0.925333333333333
1466422077,"10.0.0.1","10.0.0.2",0.9685
1466422077,"10.0.0.3","10.0.0.2",0.9485
1466422077,"10.0.0.2","10.0.0.3",0.73025
1466422077,"10.0.0.2","10.0.0.1",1
1466422077,"10.0.0.3","10.0.0.5",0.916
1466422077,"10.0.0.3","10.0.0.6",0.6545
1466422077,"10.0.0.3","10.0.0.4",0.466
1466422103,"10.0.0.2","10.0.0.3",0.77
1466422103,"10.0.0.2","10.0.0.1",0.886
1466422106,"10.0.0.5","10.0.0.3",0.78575
1466422106,"10.0.0.6","10.0.0.3",0.78375
1466422106,"10.0.0.6","10.0.0.5",0.816666666666667
1466422106,"10.0.0.5","10.0.0.6",0.56
1466422106,"10.0.0.5","10.0.0.4",0.668
1466422107,"10.0.0.4","10.0.0.3",0.78275
1466422107,"10.0.0.4","10.0.0.5",0.823333333333333
1466422108,"10.0.0.1","10.0.0.2",0.894
1466422108,"10.0.0.3","10.0.0.2",0.888
1466422108,"10.0.0.3","10.0.0.5",0.819333333333333
1466422108,"10.0.0.3","10.0.0.6",0.6215
1466422108,"10.0.0.3","10.0.0.4",0.6265
1466422133,"10.0.0.3","10.0.0.2",0.888
1466422133,"10.0.0.3","10.0.0.5",0.887333333333333
1466422133,"10.0.0.3","10.0.0.6",0.762
1466422133,"10.0.0.3","10.0.0.4",0.68
1466422134,"10.0.0.1","10.0.0.2",0.866
1466422134,"10.0.0.2","10.0.0.3",0.715
1466422134,"10.0.0.2","10.0.0.1",0.94
1466422137,"10.0.0.5","10.0.0.3",0.71875
1466422137,"10.0.0.6","10.0.0.3",0.72675
1466422137,"10.0.0.6","10.0.0.5",0.923666666666667
1466422137,"10.0.0.5","10.0.0.6",0.762
1466422137,"10.0.0.5","10.0.0.4",0.68
1466422138,"10.0.0.4","10.0.0.3",0.71875
1466422138,"10.0.0.4","10.0.0.5",0.87
1466422163,"10.0.0.5","10.0.0.3",0.84575
1466422163,"10.0.0.5","10.0.0.6",0.682
1466422163,"10.0.0.5","10.0.0.4",0.494
1466422164,"10.0.0.4","10.0.0.3",0.84575
1466422164,"10.0.0.4","10.0.0.5",0.885666666666667
1466422165,"10.0.0.1","10.0.0.2",0.9155
1466422165,"10.0.0.3","10.0.0.2",0.939
1466422165,"10.0.0.2","10.0.0.3",0.8125
1466422165,"10.0.0.2","10.0.0.1",0.819
1466422165,"10.0.0.3","10.0.0.5",0.849333333333333
1466422165,"10.0.0.3","10.0.0.6",0.6955
1466422165,"10.0.0.3","10.0.0.4",0.5135
1466422168,"10.0.0.6","10.0.0.3",0.84575
1466422168,"10.0.0.6","10.0.0.5",0.885666666666667
1466422194,"10.0.0.5","10.0.0.2",0.947
1466422194,"10.0.0.5","10.0.0.3",0.74075
1466422194,"10.0.0.6","10.0.0.3",0.727
1466422194,"10.0.0.6","10.0.0.5",0.786333333333333
1466422194,"10.0.0.5","10.0.0.6",0.511
1466422194,"10.0.0.5","10.0.0.4",0.537
1466422195,"10.0.0.4","10.0.0.3",0.74075
1466422195,"10.0.0.4","10.0.0.5",0.785
1466422196,"10.0.0.1","10.0.0.2",0.947
1466422196,"10.0.0.3","10.0.0.2",0.97
1466422196,"10.0.0.2","10.0.0.3",0.74075
1466422196,"10.0.0.2","10.0.0.1",0.886
1466422196,"10.0.0.3","10.0.0.5",0.816333333333333
1466422196,"10.0.0.3","10.0.0.6",0.511
1466422196,"10.0.0.3","10.0.0.4",0.6645
1466422225,"10.0.0.5","10.0.0.3",0.77425
1466422225,"10.0.0.6","10.0.0.3",0.7665
1466422225,"10.0.0.6","10.0.0.5",0.924
1466422225,"10.0.0.5","10.0.0.6",0.668
1466422225,"10.0.0.5","10.0.0.4",0.8075
1466422226,"10.0.0.4","10.0.0.3",0.78775
1466422226,"10.0.0.4","10.0.0.5",0.894
1466422227,"10.0.0.1","10.0.0.2",0.9155
1466422227,"10.0.0.3","10.0.0.2",0.9155
1466422227,"10.0.0.3","10.0.0.5",0.894
1466422227,"10.0.0.3","10.0.0.6",0.664
1466422227,"10.0.0.3","10.0.0.4",0.831
1466422228,"10.0.0.2","10.0.0.3",0.78775
1466422228,"10.0.0.2","10.0.0.1",1
1466422253,"10.0.0.2","10.0.0.3",0.674
1466422253,"10.0.0.2","10.0.0.1",1
1466422253,"10.0.0.2","10.0.0.5",0.86
1466422256,"10.0.0.6","10.0.0.3",0.6985
1466422256,"10.0.0.6","10.0.0.5",0.86
1466422257,"10.0.0.4","10.0.0.3",0.68975
1466422257,"10.0.0.5","10.0.0.3",0.70725
1466422257,"10.0.0.4","10.0.0.5",0.827333333333333
1466422257,"10.0.0.4","10.0.0.6",0.6465
1466422257,"10.0.0.5","10.0.0.6",0.6915
1466422257,"10.0.0.5","10.0.0.4",0.6055
1466422258,"10.0.0.1","10.0.0.2",1
1466422258,"10.0.0.3","10.0.0.2",1
1466422258,"10.0.0.3","10.0.0.5",0.827333333333333
1466422258,"10.0.0.3","10.0.0.6",0.6915
1466422258,"10.0.0.3","10.0.0.4",0.562
1466422284,"10.0.0.1","10.0.0.2",1
1466422284,"10.0.0.3","10.0.0.2",1
1466422284,"10.0.0.2","10.0.0.3",0.68575
1466422284,"10.0.0.2","10.0.0.1",0.886
1466422284,"10.0.0.3","10.0.0.5",0.823333333333333
1466422284,"10.0.0.3","10.0.0.6",0.6095
1466422284,"10.0.0.3","10.0.0.4",0.684
1466422287,"10.0.0.6","10.0.0.3",0.66225
1466422287,"10.0.0.6","10.0.0.5",0.844
1466422288,"10.0.0.4","10.0.0.3",0.6465
1466422288,"10.0.0.5","10.0.0.3",0.65275
1466422288,"10.0.0.4","10.0.0.5",0.844
1466422288,"10.0.0.4","10.0.0.6",0.59
1466422288,"10.0.0.5","10.0.0.6",0.6175
1466422288,"10.0.0.5","10.0.0.4",0.6605
1466422313,"10.0.0.5","10.0.0.3",0.785333333333333
1466422313,"10.0.0.5","10.0.0.6",0.886
1466422313,"10.0.0.5","10.0.0.4",0.7115
1466422314,"10.0.0.4","10.0.0.3",0.785333333333333
1466422314,"10.0.0.4","10.0.0.5",0.865
1466422315,"10.0.0.1","10.0.0.2",1
1466422315,"10.0.0.3","10.0.0.2",1
1466422315,"10.0.0.3","10.0.0.5",0.875666666666667
1466422315,"10.0.0.3","10.0.0.6",0.7565
1466422315,"10.0.0.3","10.0.0.4",0.725
1466422316,"10.0.0.2","10.0.0.3",0.785333333333333
1466422316,"10.0.0.2","10.0.0.1",0.686
1466422318,"10.0.0.6","10.0.0.3",0.62525
1466422318,"10.0.0.6","10.0.0.5",0.894
1466422344,"10.0.0.5","10.0.0.3",0.768
1466422344,"10.0.0.6","10.0.0.3",0.73475
1466422344,"10.0.0.6","10.0.0.5",0.887333333333333
1466422344,"10.0.0.5","10.0.0.6",0.6745
1466422344,"10.0.0.5","10.0.0.4",0.6545
1466422345,"10.0.0.4","10.0.0.3",0.769
1466422345,"10.0.0.4","10.0.0.5",0.875333333333333
1466422345,"10.0.0.4","10.0.0.6",0.6645
1466422346,"10.0.0.1","10.0.0.2",0.943
1466422346,"10.0.0.3","10.0.0.2",0.943
1466422346,"10.0.0.3","10.0.0.5",0.905333333333333
1466422346,"10.0.0.3","10.0.0.6",0.721
1466422346,"10.0.0.3","10.0.0.4",0.6035
1466422347,"10.0.0.2","10.0.0.3",0.75925
1466422347,"10.0.0.2","10.0.0.1",0.788
1466422375,"10.0.0.6","10.0.0.3",0.73325
1466422375,"10.0.0.6","10.0.0.5",0.92
1466422376,"10.0.0.4","10.0.0.3",0.71825
1466422376,"10.0.0.5","10.0.0.3",0.71925
1466422376,"10.0.0.4","10.0.0.5",0.921333333333333
1466422376,"10.0.0.5","10.0.0.6",0.5895
1466422376,"10.0.0.5","10.0.0.4",0.468
1466422377,"10.0.0.1","10.0.0.2",1
1466422377,"10.0.0.3","10.0.0.2",1
1466422377,"10.0.0.3","10.0.0.5",0.901666666666667
1466422377,"10.0.0.3","10.0.0.6",0.576
1466422377,"10.0.0.3","10.0.0.4",0.564
1466422378,"10.0.0.2","10.0.0.3",0.71925
1466422378,"10.0.0.2","10.0.0.1",0.831
1466422404,"10.0.0.2","10.0.0.3",0.681
1466422404,"10.0.0.2","10.0.0.1",0.886
1466422406,"10.0.0.6","10.0.0.3",0.733
1466422406,"10.0.0.6","10.0.0.5",0.926
1466422407,"10.0.0.4","10.0.0.3",0.7125
1466422407,"10.0.0.5","10.0.0.3",0.7125
1466422407,"10.0.0.4","10.0.0.5",0.926
1466422407,"10.0.0.5","10.0.0.6",0.6385
1466422407,"10.0.0.5","10.0.0.4",0.607
1466422408,"10.0.0.1","10.0.0.2",0.9155
1466422408,"10.0.0.3","10.0.0.2",0.9195
1466422408,"10.0.0.3","10.0.0.5",0.941333333333333
1466422408,"10.0.0.3","10.0.0.6",0.692
1466422408,"10.0.0.3","10.0.0.4",0.566
1466422434,"10.0.0.1","10.0.0.2",1
1466422434,"10.0.0.3","10.0.0.2",1
1466422434,"10.0.0.3","10.0.0.5",0.867333333333333
1466422434,"10.0.0.3","10.0.0.6",0.615
1466422434,"10.0.0.3","10.0.0.4",0.609
1466422435,"10.0.0.2","10.0.0.3",0.8125
1466422435,"10.0.0.2","10.0.0.1",0.886
1466422438,"10.0.0.4","10.0.0.3",0.8445
1466422438,"10.0.0.5","10.0.0.3",0.8445
1466422438,"10.0.0.6","10.0.0.3",0.8445
1466422438,"10.0.0.4","10.0.0.5",0.866
1466422438,"10.0.0.6","10.0.0.5",0.866
1466422438,"10.0.0.4","10.0.0.6",0.629
1466422438,"10.0.0.5","10.0.0.6",0.678
1466422438,"10.0.0.5","10.0.0.4",0.609
1466422463,"10.0.0.4","10.0.0.3",0.7315
1466422463,"10.0.0.4","10.0.0.5",0.740666666666667
1466422463,"10.0.0.4","10.0.0.6",0.664
1466422464,"10.0.0.5","10.0.0.3",0.7325
1466422464,"10.0.0.6","10.0.0.3",0.7325
1466422464,"10.0.0.6","10.0.0.5",0.740666666666667
1466422464,"10.0.0.5","10.0.0.6",0.664
1466422464,"10.0.0.5","10.0.0.4",0.7155
1466422464,"10.0.0.6","10.0.0.4",0.7155
1466422465,"10.0.0.1","10.0.0.2",0.97
1466422465,"10.0.0.3","10.0.0.2",0.97
1466422465,"10.0.0.3","10.0.0.5",0.759
1466422465,"10.0.0.3","10.0.0.6",0.6465
1466422465,"10.0.0.3","10.0.0.4",0.6745
1466422466,"10.0.0.2","10.0.0.3",0.7465
1466422466,"10.0.0.2","10.0.0.1",0.878
1466422495,"10.0.0.4","10.0.0.3",0.79675
1466422495,"10.0.0.5","10.0.0.3",0.81125
1466422495,"10.0.0.6","10.0.0.3",0.83
1466422495,"10.0.0.4","10.0.0.5",0.925333333333333
1466422495,"10.0.0.6","10.0.0.5",0.905333333333333
1466422495,"10.0.0.4","10.0.0.6",0.5955
1466422495,"10.0.0.5","10.0.0.6",0.601
1466422495,"10.0.0.5","10.0.0.4",0.4385
1466422495,"10.0.0.6","10.0.0.4",0.4695
1466422496,"10.0.0.1","10.0.0.2",1
1466422496,"10.0.0.3","10.0.0.2",1
1466422496,"10.0.0.3","10.0.0.5",0.905333333333333
1466422496,"10.0.0.3","10.0.0.6",0.6145
1466422496,"10.0.0.3","10.0.0.4",0.407
1466422497,"10.0.0.2","10.0.0.3",0.79675
1466422497,"10.0.0.2","10.0.0.1",0.761
1466422526,"10.0.0.4","10.0.0.3",0.85275
1466422526,"10.0.0.5","10.0.0.3",0.85275
1466422526,"10.0.0.6","10.0.0.3",0.85275
1466422526,"10.0.0.4","10.0.0.5",0.925
1466422526,"10.0.0.6","10.0.0.5",0.923666666666667
1466422526,"10.0.0.4","10.0.0.6",0.625
1466422526,"10.0.0.5","10.0.0.6",0.6345
1466422526,"10.0.0.5","10.0.0.4",0.6625
1466422526,"10.0.0.6","10.0.0.4",0.6625
1466422527,"10.0.0.1","10.0.0.2",0.943
1466422527,"10.0.0.3","10.0.0.2",0.943
1466422527,"10.0.0.3","10.0.0.5",0.923666666666667
1466422527,"10.0.0.3","10.0.0.6",0.566
1466422527,"10.0.0.3","10.0.0.4",0.664
1466422528,"10.0.0.2","10.0.0.3",0.85275
1466422528,"10.0.0.2","10.0.0.1",0.94
1466422554,"10.0.0.2","10.0.0.3",0.7115
1466422554,"10.0.0.2","10.0.0.1",1
1466422557,"10.0.0.4","10.0.0.3",0.634
1466422557,"10.0.0.5","10.0.0.3",0.642
1466422557,"10.0.0.6","10.0.0.3",0.6575
1466422557,"10.0.0.4","10.0.0.5",0.837666666666667
1466422557,"10.0.0.6","10.0.0.5",0.837666666666667
1466422557,"10.0.0.5","10.0.0.6",0.5875
1466422557,"10.0.0.5","10.0.0.4",0.6035
1466422558,"10.0.0.1","10.0.0.2",0.947
1466422558,"10.0.0.3","10.0.0.2",0.947
1466422558,"10.0.0.3","10.0.0.5",0.812666666666667
1466422558,"10.0.0.3","10.0.0.6",0.519
1466422558,"10.0.0.3","10.0.0.4",0.574
1466422584,"10.0.0.1","10.0.0.2",0.97
1466422584,"10.0.0.3","10.0.0.2",0.943
1466422584,"10.0.0.3","10.0.0.5",0.923666666666667
1466422584,"10.0.0.3","10.0.0.6",0.5265
1466422584,"10.0.0.3","10.0.0.4",0.5405
1466422585,"10.0.0.2","10.0.0.3",0.73375
1466422585,"10.0.0.2","10.0.0.1",0.831
1466422588,"10.0.0.4","10.0.0.3",0.69375
1466422588,"10.0.0.5","10.0.0.3",0.67675
1466422588,"10.0.0.6","10.0.0.3",0.64425
1466422588,"10.0.0.4","10.0.0.5",0.923666666666667
1466422588,"10.0.0.6","10.0.0.5",0.819333333333333
1466422588,"10.0.0.5","10.0.0.6",0.511
1466422588,"10.0.0.5","10.0.0.4",0.664
1466422613,"10.0.0.4","10.0.0.3",0.67875
1466422613,"10.0.0.4","10.0.0.5",0.923666666666667
1466422614,"10.0.0.5","10.0.0.3",0.6845
1466422614,"10.0.0.6","10.0.0.3",0.66525
1466422614,"10.0.0.6","10.0.0.5",0.923666666666667
1466422614,"10.0.0.5","10.0.0.6",0.6545
1466422614,"10.0.0.5","10.0.0.4",0.9095
1466422615,"10.0.0.1","10.0.0.2",0.947
1466422615,"10.0.0.3","10.0.0.2",0.947
1466422615,"10.0.0.3","10.0.0.5",0.923666666666667
1466422615,"10.0.0.3","10.0.0.6",0.6545
1466422615,"10.0.0.3","10.0.0.4",0.9095
1466422616,"10.0.0.2","10.0.0.3",0.6995
1466422616,"10.0.0.2","10.0.0.1",0.94
1466422644,"10.0.0.4","10.0.0.3",0.827
1466422644,"10.0.0.4","10.0.0.5",0.829333333333333
1466422645,"10.0.0.5","10.0.0.3",0.81975
1466422645,"10.0.0.6","10.0.0.3",0.828
1466422645,"10.0.0.6","10.0.0.5",0.849333333333333
1466422645,"10.0.0.5","10.0.0.6",0.5545
1466422645,"10.0.0.5","10.0.0.4",0.6995
1466422646,"10.0.0.1","10.0.0.2",0.9155
1466422646,"10.0.0.3","10.0.0.2",0.9195
1466422646,"10.0.0.3","10.0.0.5",0.789
1466422646,"10.0.0.3","10.0.0.6",0.5915
1466422646,"10.0.0.3","10.0.0.4",0.6935
1466422647,"10.0.0.2","10.0.0.3",0.826
1466422647,"10.0.0.2","10.0.0.1",0.94
1466422675,"10.0.0.4","10.0.0.3",0.89475
1466422675,"10.0.0.4","10.0.0.5",0.820333333333333
1466422676,"10.0.0.5","10.0.0.2",1
1466422676,"10.0.0.5","10.0.0.3",0.9045
1466422676,"10.0.0.6","10.0.0.3",0.89475
1466422676,"10.0.0.6","10.0.0.5",0.820333333333333
1466422676,"10.0.0.5","10.0.0.6",0.858
1466422676,"10.0.0.5","10.0.0.4",0.841
1466422677,"10.0.0.1","10.0.0.2",1
1466422677,"10.0.0.3","10.0.0.2",1
1466422677,"10.0.0.3","10.0.0.5",0.843666666666667
1466422677,"10.0.0.3","10.0.0.6",0.8915
1466422677,"10.0.0.3","10.0.0.4",0.8325
1466422678,"10.0.0.2","10.0.0.3",0.9065
1466422678,"10.0.0.2","10.0.0.1",1
1466422704,"10.0.0.2","10.0.0.3",0.892
1466422704,"10.0.0.2","10.0.0.1",1
1466422707,"10.0.0.4","10.0.0.3",0.91175
1466422707,"10.0.0.5","10.0.0.3",0.91175
1466422707,"10.0.0.6","10.0.0.3",0.91175
1466422707,"10.0.0.4","10.0.0.5",1
1466422707,"10.0.0.6","10.0.0.5",1
1466422707,"10.0.0.5","10.0.0.6",0.97
1466422707,"10.0.0.5","10.0.0.4",0.972
1466422708,"10.0.0.1","10.0.0.2",1
1466422708,"10.0.0.3","10.0.0.2",1
1466422708,"10.0.0.3","10.0.0.5",1
1466422708,"10.0.0.3","10.0.0.6",0.97
1466422708,"10.0.0.3","10.0.0.4",1
1466422734,"10.0.0.1","10.0.0.2",1
1466422734,"10.0.0.3","10.0.0.2",1
1466422734,"10.0.0.3","10.0.0.5",0.924
1466422734,"10.0.0.3","10.0.0.6",0.943
1466422734,"10.0.0.3","10.0.0.4",1
1466422735,"10.0.0.2","10.0.0.3",0.929
1466422735,"10.0.0.2","10.0.0.1",1
1466422738,"10.0.0.5","10.0.0.2",1
1466422738,"10.0.0.4","10.0.0.3",0.929
1466422738,"10.0.0.5","10.0.0.3",0.929
1466422738,"10.0.0.6","10.0.0.3",0.929
1466422738,"10.0.0.4","10.0.0.5",0.924
1466422738,"10.0.0.6","10.0.0.5",0.924
1466422738,"10.0.0.5","10.0.0.6",0.943
1466422738,"10.0.0.5","10.0.0.4",1
1466422764,"10.0.0.5","10.0.0.3",0.9205
1466422764,"10.0.0.6","10.0.0.3",0.9205
1466422764,"10.0.0.6","10.0.0.5",1
1466422764,"10.0.0.5","10.0.0.6",0.8895
1466422764,"10.0.0.5","10.0.0.4",0.97
1466422765,"10.0.0.1","10.0.0.2",1
1466422765,"10.0.0.3","10.0.0.2",1
1466422765,"10.0.0.3","10.0.0.5",1
1466422765,"10.0.0.3","10.0.0.6",0.8895
1466422765,"10.0.0.3","10.0.0.4",0.97
1466422766,"10.0.0.2","10.0.0.3",0.9205
1466422766,"10.0.0.2","10.0.0.1",1
1466422794,"10.0.0.4","10.0.0.3",0.9655
1466422794,"10.0.0.4","10.0.0.5",1
1466422795,"10.0.0.5","10.0.0.3",0.9655
1466422795,"10.0.0.6","10.0.0.3",0.9655
1466422795,"10.0.0.6","10.0.0.5",1
1466422795,"10.0.0.5","10.0.0.6",0.888
1466422795,"10.0.0.5","10.0.0.4",0.943
1466422796,"10.0.0.1","10.0.0.2",1
1466422796,"10.0.0.3","10.0.0.2",1
1466422796,"10.0.0.3","10.0.0.5",1
1466422796,"10.0.0.3","10.0.0.6",0.888
1466422796,"10.0.0.3","10.0.0.4",0.943
1466422797,"10.0.0.2","10.0.0.3",1
1466422797,"10.0.0.2","10.0.0.1",1
1466422825,"10.0.0.4","10.0.0.3",0.88825
1466422825,"10.0.0.4","10.0.0.5",1
1466422826,"10.0.0.5","10.0.0.2",1
1466422826,"10.0.0.5","10.0.0.3",0.88825
1466422826,"10.0.0.6","10.0.0.3",0.88825
1466422826,"10.0.0.6","10.0.0.5",1
1466422826,"10.0.0.5","10.0.0.6",0.721
1466422826,"10.0.0.5","10.0.0.4",1
1466422827,"10.0.0.1","10.0.0.2",1
1466422827,"10.0.0.3","10.0.0.2",1
1466422827,"10.0.0.3","10.0.0.5",1
1466422827,"10.0.0.3","10.0.0.6",0.721
1466422827,"10.0.0.3","10.0.0.4",1
1466422828,"10.0.0.2","10.0.0.3",0.88825
1466422828,"10.0.0.2","10.0.0.1",1
1466422854,"10.0.0.2","10.0.0.3",0.78275
1466422854,"10.0.0.2","10.0.0.1",1
1466422856,"10.0.0.4","10.0.0.3",0.759
1466422856,"10.0.0.4","10.0.0.5",0.924
1466422857,"10.0.0.5","10.0.0.3",0.76
1466422857,"10.0.0.6","10.0.0.3",0.7355
1466422857,"10.0.0.6","10.0.0.5",0.905666666666667
1466422857,"10.0.0.5","10.0.0.6",0.525
1466422857,"10.0.0.5","10.0.0.4",0.7465
